as_of,eval_start,eval_end,val_ic,portfolio_return,benchmark_return,excess_return,n_holdings,max_weight,top_5,diagnostics
2025-07-04,2025-07-07,2025-07-11,0.058784699155560304,0.02683419170579561,0.019562762679450785,0.007271429026344825,50,0.0392156862745098,"601019,603156,688295,688234,605358",{}
2025-07-11,2025-07-14,2025-07-18,0.0619392403944207,0.0016810823374650908,0.012034187705188604,-0.010353105367723513,50,0.0392156862745098,"601019,603156,000423,002032,603658",{}
2025-07-18,2025-07-21,2025-07-25,0.07898631805749104,0.02838777930408972,0.03278586663737526,-0.00439808733328554,50,0.0392156862745098,"601019,601000,601928,002461,002318",{}
2025-07-25,2025-07-28,2025-08-01,0.07379421119503579,-0.024348867609031377,-0.013713588707584434,-0.010635278901446943,50,0.0392156862745098,"002461,002032,603786,601019,603156",{}
2025-08-01,2025-08-04,2025-08-08,0.0567098039731357,0.01544023523101868,0.017752363073398003,-0.002312127842379323,50,0.0392156862745098,"603786,688819,600007,603156,600663",{}
2025-08-08,2025-08-11,2025-08-15,0.07215873438690078,0.00118748028854783,0.03875543607179566,-0.03756795578324783,50,0.0392156862745098,"600007,002032,603568,603156,000429",{}
2025-08-15,2025-08-18,2025-08-22,0.09172803799267193,0.03248128849345178,0.03871116544392472,-0.006229876950472939,50,0.0392156862745098,"600927,600007,300140,603049,601019",{}
2025-08-22,2025-08-25,2025-08-29,0.08941524433484054,0.006956918338421176,0.032405094237053955,-0.02544817589863278,50,0.0392156862745098,"300140,600927,600663,601061,600032",{}
2025-08-29,2025-09-01,2025-09-05,0.0497948509719845,-0.022592677561176073,-0.01845401339193309,-0.0041386641692429844,50,0.0392156862745098,"688615,600739,600663,600707,002500",{}
2025-09-05,2025-09-08,2025-09-12,0.05698940898329054,0.023348615675981222,0.033815098251318565,-0.010466482575337343,50,0.0392156862745098,"002265,600967,688615,600435,688297",{}
2025-09-12,2025-09-15,2025-09-19,0.04766428989558024,0.0033407194493904517,0.0031618345859654173,0.0001788848634250344,50,0.0392156862745098,"688615,301611,603338,002265,601990",{}
2025-09-19,2025-09-22,2025-09-26,0.05029775878859596,-0.0027409215084679742,0.009840804122644542,-0.012581725631112517,50,0.0392156862745098,"688615,002265,002080,601061,003031",{}
2025-09-26,2025-09-29,2025-10-13,0.024048994643953166,0.0254628168466278,0.018734244903714448,0.006728571942913351,50,0.0392156862745098,"688676,002080,002265,600208,600392",{}
2025-10-13,2025-10-14,2025-10-20,0.043903302836786035,-0.03437645667237425,-0.041607854280122925,0.007231397607748671,50,0.0392156862745098,"001389,603920,002126,601865,301536",{}
2025-10-20,2025-10-21,2025-10-27,0.04628300965415592,0.01755956059599069,0.04381453032763627,-0.02625496973164558,50,0.0392156862745098,"300699,688728,688065,002773,688475",{}
2025-10-27,2025-10-28,2025-11-03,0.05326853197550206,0.009250374382220233,-0.006205523109350297,0.01545589749157053,50,0.0392156862745098,"003022,688387,600517,688188,600299",{}
2025-11-03,2025-11-04,2025-11-10,0.08517617784811234,-0.011335974627510346,0.0013909946832395548,-0.012726969310749901,50,0.0392156862745098,"605589,003031,603087,001389,002281",{}
2025-11-10,2025-11-11,2025-11-17,0.09255200842835071,-0.0019319124438065105,-0.014767691176859055,0.012835778733052545,50,0.0392156862745098,"003031,688728,688563,002153,000967",{}
2025-11-17,2025-11-18,2025-11-24,0.11813339393560653,-0.02552444705914975,-0.05063817912911195,0.0251137320699622,50,0.0392156862745098,"688728,300623,688188,603979,000887",{}
2025-11-24,2025-11-25,2025-12-01,0.14686105021195744,0.02337401686407657,0.033901172316182615,-0.010527155452106043,50,0.0392156862745098,"688617,688248,603596,600563,688295",{}
2025-12-01,2025-12-02,2025-12-08,0.1101620432853891,0.007070142731892755,0.009931944320845654,-0.0028618015889528984,50,0.0392156862745098,"688301,688188,002500,000898,300558",{}
2025-12-08,2025-12-09,2025-12-15,0.10696686453346461,-0.018136661590765945,-0.008143057933315379,-0.009993603657450566,50,0.0392156862745098,"001213,300529,000937,300070,603858",{}
2025-12-15,2025-12-16,2025-12-22,0.11283138626989579,0.01265841180574206,0.019918436449337218,-0.007260024643595158,50,0.0392156862745098,"300529,603858,600299,300558,603707",{}
2025-12-22,2025-12-23,2025-12-29,0.11514539685751772,0.016048363418683657,0.02411275830003623,-0.008064394881352573,50,0.0392156862745098,"300073,000623,000783,688100,603927",{}
2025-12-29,2025-12-30,2026-01-07,0.12945359679720908,0.04213681473402035,0.05981564110103954,-0.017678826367019188,50,0.0392156862745098,"000960,600312,688819,000400,000623",{}
2026-01-07,2026-01-08,2026-01-14,0.06864651664938073,0.028487590361636842,0.04477604169708971,-0.016288451335452866,50,0.0392156862745098,"600032,603927,688100,688819,600959",{}
2026-01-14,2026-01-15,2026-01-21,0.022089620864169598,0.043464532206866864,0.013663118610225844,0.02980141359664102,50,0.0392156862745098,"003022,688819,603160,600528,600032",{}
2026-01-21,2026-01-22,2026-01-28,0.03520030714870589,0.022158605956547974,0.03130065503908663,-0.00914204908253866,50,0.0392156862745098,"003022,000623,600032,001213,000723",{}
